city,badge,vehicle,access,obs_access,obs_mobility,obs_parking,lat,lng
Córdoba,B,camión >3500 kg (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,B,autobús >3500 kg (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,turismo,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,motocicleta,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,furgoneta,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,camión (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,autobús (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,furgoneta >3500 kg,PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.RESIDENTES: Residentes dentro de la ZBEMOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,camión >3500 kg (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,C,autobús >3500 kg (servicios),PROHIBIDO,"APARCAMIENTO: Vehículos que acudan a un Parking para cuyo acceso o salida sea necesario transitar la ZBE.SERVICIOS: Acceso autorizado para vehículos vinculados a actividades profesionales o servicios específicos, como autoescuelas, transporte de valores, grúas y asistencia, mudanzas, clientes de hoteles, proveedores y reparto, empresas de construcción con trabajos en la zona, servicios municipales y taxis/VTC.MOVILIDAD REDUCIDA: Si el vehículo se usa para transportar a una persona titular de PMROTROS: Vehículos históricos con comprobación de oficio de matrícula, con permiso previo para actos de mudanza o permisos extraordinarios por resolución. Vehículos de emergencia, Fuerzas Armadas y Cuerpos de Seguridad, grúas y servicios.",,,,
Córdoba,ECO,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,ECO,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,turismo,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,motocicleta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,furgoneta,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,camión (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,autobús (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,furgoneta >3500 kg,LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,camión >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Córdoba,0,autobús >3500 kg (servicios),LIBRE,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",,,,
Gijón,SIN ETIQUETA,turismo,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,motocicleta,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,furgoneta,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,camión (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,autobús (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,furgoneta >3500 kg,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,camión >3500 kg (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,SIN ETIQUETA,autobús >3500 kg (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,turismo,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,motocicleta,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,furgoneta,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,camión (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,autobús (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,furgoneta >3500 kg,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,camión >3500 kg (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,B,autobús >3500 kg (servicios),LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,C,turismo,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
Gijón,C,motocicleta,LIBRE,"La Zona de Bajas Emisiones se encuentra en fase informativa, el proceso sancionador inicia en 2028.",,,,
